job_id,country,employment_type,required_experience,required_education,industry,function,mentions_salary,telecommuting,has_company_logo,has_questions,fraudulent,from_US,industry_SWOE,function_SWOE
15906,US,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,0,1,1,0,1,-3.291500398,-2.853301252
15907,US,Full-time,Unspecified,Unspecified,Mechanical or Industrial Engineering,Unspecified,0,0,0,0,0,1,-2.12660484,-2.898919407
15908,IE,Full-time,Not Applicable,Unspecified,Airlines/Aviation,Finance,0,0,1,1,0,0,-4.095068015,-2.351014509
15909,US,Full-time,Entry level,High School or equivalent,Legal Services,Unspecified,0,0,1,1,0,1,-7.612026365,-2.898919407
15910,US,Full-time,Associate,Unspecified,Unspecified,Engineering,0,0,1,1,0,1,-2.823138472,-2.391780105
15911,US,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,0,1,1,0,1,-3.972869919,-3.549243538
15912,US,Full-time,Not Applicable,Bachelor's Degree,Internet,Sales,1,0,1,0,0,1,-9.996358046,-3.549243538
15913,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
15914,US,Full-time,Unspecified,Unspecified,Facilities Services,Unspecified,0,0,0,0,0,1,-3.815002963,-2.898919407
15915,GR,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,0,0,1,0,0,-6.787626341,-4.403047312
15916,GB,Full-time,Unspecified,Unspecified,Consumer Services,Marketing,0,0,1,0,0,0,-2.633916062,-4.403047312
15917,US,Full-time,Associate,Bachelor's Degree,Nonprofit Organization Management,Administrative,0,0,1,1,0,1,-7.370729443,-1.458699604
15918,US,Full-time,Director,Bachelor's Degree,Internet,Customer Service,0,0,1,0,0,1,-9.996358046,-2.853301252
15919,US,Full-time,Unspecified,Unspecified,Unspecified,Engineering,0,0,1,1,0,1,-2.823138472,-2.391780105
15920,US,Full-time,Unspecified,Bachelor's Degree,Computer Software,Marketing,0,0,1,1,0,1,-5.60491141,-4.403047312
15921,GB,Full-time,Mid-Senior level,Unspecified,Information Services,Information Technology,0,0,1,0,0,0,-2.576965804,-3.981639589
15922,US,Full-time,Associate,Bachelor's Degree,Staffing and Recruiting,Accounting/Auditing,1,0,1,1,0,1,-2.701610506,-1.84570792
15923,US,Full-time,Unspecified,Unspecified,Market Research,Unspecified,0,0,0,0,0,1,-3.252302048,-2.898919407
15924,US,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Product Management,0,0,1,0,0,1,-9.996358046,-7.772064107
15925,US,Full-time,Entry level,Bachelor's Degree,Consumer Goods,Customer Service,0,0,1,0,0,1,-4.095068015,-2.853301252
15926,US,Full-time,Associate,Bachelor's Degree,Computer Software,Sales,0,0,1,1,0,1,-5.60491141,-3.549243538
15927,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Project Management,1,0,1,0,0,1,-5.60491141,-2.851360103
15928,DE,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Sales,0,0,1,1,0,0,-3.972869919,-3.549243538
15929,US,Part-time,Entry level,High School or equivalent,Business Supplies and Equipment,Accounting/Auditing,1,0,0,0,1,1,-1.65492899,-1.84570792
15930,GB,Full-time,Entry level,Associate Degree,Computer Games,Business Analyst,0,0,1,0,0,0,-7.492904484,-4.382942415
15931,US,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,0,0,0,1,1,-3.972869919,-3.981639589
15932,US,Unspecified,Unspecified,Unspecified,Unspecified,Sales,0,0,1,0,0,1,-2.823138472,-3.549243538
15933,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
15934,AU,Full-time,Mid-Senior level,Unspecified,Internet,Production,1,0,1,1,0,0,-9.996358046,-7.789313116
15935,US,Full-time,Internship,Unspecified,Biotechnology,Engineering,1,0,1,1,0,1,-2.155633135,-2.391780105
15936,US,Full-time,Entry level,Associate Degree,Apparel & Fashion,Design,1,0,1,1,0,1,-3.846767945,-4.708274573
15937,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Consulting,0,0,1,0,0,1,-3.972869919,-3.550086188
15938,GR,Full-time,Entry level,Unspecified,Internet,Marketing,0,0,1,0,0,0,-9.996358046,-4.403047312
15939,US,Full-time,Unspecified,Master's Degree,Unspecified,Education,0,0,1,1,0,1,-2.823138472,-5.736378521
15940,CN,Full-time,Mid-Senior level,Bachelor's Degree,Market Research,Project Management,0,0,1,1,0,0,-3.252302048,-2.851360103
15941,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,0,0,1,1,0,1,-2.856609018,-4.403047312
15942,US,Other,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
15943,US,Full-time,Unspecified,High School or equivalent,Medical Devices,Unspecified,1,0,0,1,0,1,-2.894588944,-2.898919407
15944,US,Full-time,Associate,Bachelor's Degree,Media Production,Business Development,1,0,1,1,0,1,-2.712959913,-2.806386024
15945,DK,Full-time,Mid-Senior level,Unspecified,Internet,Project Management,0,0,1,0,0,0,-9.996358046,-2.851360103
15946,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
15947,US,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Health Care Provider,0,0,1,1,0,1,-2.169675367,-5.775604967
15948,US,Full-time,Mid-Senior level,Master's Degree,Computer Software,Science,0,0,1,0,0,1,-5.60491141,-5.732369276
15949,US,Full-time,Mid-Senior level,Bachelor's Degree,Architecture & Planning,Design,0,0,0,0,0,1,-5.421035692,-4.708274573
15950,US,Full-time,Director,Unspecified,Internet,Strategy/Planning,0,0,1,1,0,1,-9.996358046,-3.780290306
15951,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
15952,GR,Full-time,Mid-Senior level,Unspecified,Public Relations and Communications,Unspecified,0,0,1,0,0,0,-7.104269424,-2.898919407
15953,US,Full-time,Mid-Senior level,Master's Degree,Defense & Space,Engineering,0,0,1,1,0,1,-1.356293292,-2.391780105
15954,GB,Full-time,Entry level,Unspecified,Design,Design,1,0,1,1,0,0,-3.437567297,-4.708274573
15955,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,1,-3.972869919,-3.981639589
15956,GR,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,0,0,0,0,0,-5.60491141,-2.391780105
15957,US,Full-time,Associate,Bachelor's Degree,Management Consulting,Consulting,0,0,1,1,0,1,-3.028126795,-3.550086188
15958,DE,Full-time,Associate,Associate Degree,Internet,Engineering,0,0,1,0,0,0,-9.996358046,-2.391780105
15959,NZ,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
15960,US,Temporary,Not Applicable,High School or equivalent,Logistics and Supply Chain,Unspecified,0,0,0,0,0,1,-3.992018165,-2.898919407
15961,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
15962,US,Other,Not Applicable,High School or equivalent,Unspecified,Sales,0,0,1,1,0,1,-2.823138472,-3.549243538
15963,US,Unspecified,Unspecified,Unspecified,Security and Investigations,Unspecified,0,0,1,0,0,1,-3.352283988,-2.898919407
15964,US,Part-time,Entry level,Unspecified,Information Technology and Services,Customer Service,0,0,1,1,0,1,-3.972869919,-2.853301252
15965,US,Full-time,Unspecified,Unspecified,Environmental Services,Unspecified,0,0,0,0,0,1,-2.734488544,-2.898919407
15966,US,Full-time,Entry level,Unspecified,Marketing and Advertising,Sales,1,0,1,1,0,1,-2.856609018,-3.549243538
15967,US,Full-time,Director,Bachelor's Degree,Hospital & Health Care,Management,0,0,1,1,0,1,-2.169675367,-3.943048543
15968,GB,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
15969,IN,Full-time,Unspecified,Unspecified,Computer Software,Information Technology,0,0,1,1,0,0,-5.60491141,-3.981639589
15970,CA,Unspecified,Unspecified,Unspecified,Transportation/Trucking/Railroad,Unspecified,0,0,1,1,0,0,-2.816247479,-2.898919407
15971,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
15972,GB,Full-time,Unspecified,Unspecified,Retail,Business Development,0,0,1,0,0,0,-3.769772449,-2.806386024
15973,GB,Full-time,Entry level,Bachelor's Degree,Internet,Strategy/Planning,0,0,1,1,0,0,-9.996358046,-3.780290306
15974,DE,Full-time,Not Applicable,Unspecified,E-Learning,Product Management,0,0,1,1,0,0,-4.209827054,-7.772064107
15975,KH,Full-time,Mid-Senior level,Bachelor's Degree,Construction,Management,1,0,1,1,0,0,-3.934917469,-3.943048543
15976,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,1,0,1,1,0,1,-5.60491141,-2.391780105
15977,GB,Part-time,Unspecified,Unspecified,Hospital & Health Care,Unspecified,1,0,1,0,0,0,-2.169675367,-2.898919407
15978,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
15979,GB,Full-time,Unspecified,Unspecified,Financial Services,Unspecified,0,0,1,1,0,0,-3.056588271,-2.898919407
15980,US,Full-time,Director,Unspecified,Publishing,Unspecified,0,0,1,0,0,1,-6.715221103,-2.898919407
15981,GB,Full-time,Internship,Unspecified,Unspecified,Marketing,0,0,1,0,0,0,-2.823138472,-4.403047312
15982,US,Full-time,Associate,Doctorate,Law Practice,Legal,1,0,1,0,0,1,-6.020860869,-6.897744692
15983,GB,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0,0,1,1,0,0,-9.996358046,-3.981639589
15984,CA,Full-time,Associate,Unspecified,Internet,Marketing,1,0,0,1,0,0,-9.996358046,-4.403047312
15985,US,Unspecified,Unspecified,Unspecified,Unspecified,Other,0,0,1,1,0,1,-2.823138472,-2.216166691
15986,ES,Full-time,Mid-Senior level,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
15987,US,Full-time,Unspecified,Unspecified,Internet,Art/Creative,0,0,1,0,0,1,-9.996358046,-4.835137309
15988,US,Full-time,Entry level,Bachelor's Degree,Financial Services,Finance,0,0,1,1,0,1,-3.056588271,-2.351014509
15989,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
15990,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
15991,US,Full-time,Entry level,High School or equivalent,Consumer Services,Other,1,0,1,0,0,1,-2.633916062,-2.216166691
15992,BY,Full-time,Unspecified,Unspecified,Information Technology and Services,Unspecified,0,0,1,0,0,0,-3.972869919,-2.898919407
15993,US,Full-time,Unspecified,Unspecified,Management Consulting,Unspecified,0,0,0,0,0,1,-3.028126795,-2.898919407
15994,MY,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,1,0,0,0,-3.972869919,-3.981639589
15995,IL,Full-time,Director,Unspecified,Computer Software,Engineering,0,0,1,0,0,0,-5.60491141,-2.391780105
15996,US,Full-time,Entry level,Bachelor's Degree,Financial Services,Research,0,0,1,1,0,1,-3.056588271,-6.958428728
15997,GB,Full-time,Unspecified,Unspecified,Consumer Services,Unspecified,1,0,1,1,0,0,-2.633916062,-2.898919407
15998,US,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Business Development,0,0,1,1,0,1,-3.972869919,-2.806386024
15999,US,Full-time,Unspecified,Unspecified,Management Consulting,Unspecified,0,0,0,0,0,1,-3.028126795,-2.898919407
16000,PH,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Customer Service,0,0,1,1,0,0,-3.972869919,-2.853301252
16001,DE,Part-time,Not Applicable,Unspecified,E-Learning,Research,0,0,1,0,0,0,-4.209827054,-6.958428728
16002,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16003,US,Full-time,Unspecified,Unspecified,Unspecified,Sales,0,0,1,0,0,1,-2.823138472,-3.549243538
16004,GB,Full-time,Mid-Senior level,Unspecified,Internet,Supply Chain,0,0,1,1,0,0,-9.996358046,-6.637161261
16005,CA,Full-time,Unspecified,Unspecified,Information Technology and Services,Customer Service,0,0,0,0,0,0,-3.972869919,-2.853301252
16006,GB,Temporary,Not Applicable,Unspecified,Marketing and Advertising,Finance,1,0,1,1,0,0,-2.856609018,-2.351014509
16007,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16008,US,Full-time,Entry level,Bachelor's Degree,Consumer Electronics,Customer Service,0,0,1,0,0,1,-7.16991887,-2.853301252
16009,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16010,US,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Sales,0,0,1,0,0,1,-3.972869919,-3.549243538
16011,HK,Full-time,Entry level,Bachelor's Degree,Internet,Advertising,0,0,1,0,0,0,-9.996358046,-2.834705855
16012,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16013,GB,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Project Management,0,0,1,1,0,0,-3.972869919,-2.851360103
16014,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,1,-3.972869919,-3.981639589
16015,US,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0,0,1,1,0,1,-2.970474687,-3.549243538
16016,US,Full-time,Unspecified,High School or equivalent,Unspecified,Manufacturing,0,0,1,1,0,1,-2.823138472,-3.572720143
16017,US,Full-time,Director,Unspecified,Computer & Network Security,Sales,0,1,1,1,0,1,-2.186507503,-3.549243538
16018,GB,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Business Development,1,0,1,1,0,0,-2.856609018,-2.806386024
16019,NZ,Full-time,Unspecified,Unspecified,Information Technology and Services,Unspecified,0,0,1,1,0,0,-3.972869919,-2.898919407
16020,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16021,US,Full-time,Unspecified,Unspecified,Internet,Marketing,1,0,0,0,0,1,-9.996358046,-4.403047312
16022,US,Full-time,Unspecified,Unspecified,Hospital & Health Care,Unspecified,0,0,0,0,0,1,-2.169675367,-2.898919407
16023,US,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0,0,0,0,0,1,-2.849472949,-2.391780105
16024,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16025,US,Full-time,Associate,Unspecified,Information Technology and Services,Engineering,0,0,1,1,0,1,-3.972869919,-2.391780105
16026,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16027,US,Full-time,Associate,Unspecified,Insurance,Unspecified,0,0,0,1,0,1,-2.970474687,-2.898919407
16028,AU,Full-time,Unspecified,Unspecified,Public Relations and Communications,Marketing,0,0,1,0,0,0,-7.104269424,-4.403047312
16029,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16030,US,Full-time,Entry level,Unspecified,"Health, Wellness and Fitness",Unspecified,0,0,1,1,0,1,-2.015685175,-2.898919407
16031,US,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,0,1,1,0,1,-3.972869919,-3.981639589
16032,US,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,1,0,1,1,0,1,-9.996358046,-2.391780105
16033,US,Full-time,Unspecified,Unspecified,Information Technology and Services,Unspecified,0,0,0,0,0,1,-3.972869919,-2.898919407
16034,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16035,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16036,US,Full-time,Mid-Senior level,Bachelor's Degree,Publishing,Writing/Editing,1,0,1,1,0,1,-6.715221103,-7.917538129
16037,PL,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
16038,US,Full-time,Associate,Bachelor's Degree,Public Safety,Sales,0,0,1,0,0,1,-1.891669336,-3.549243538
16039,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16040,US,Full-time,Not Applicable,Bachelor's Degree,Marketing and Advertising,Sales,0,0,0,0,0,1,-2.856609018,-3.549243538
16041,CA,Full-time,Unspecified,Unspecified,Human Resources,Information Technology,0,0,1,1,0,0,-2.834459249,-3.981639589
16042,US,Other,Entry level,Unspecified,Internet,Unspecified,0,0,1,1,0,1,-9.996358046,-2.898919407
16043,US,Full-time,Unspecified,Unspecified,Computer Software,Unspecified,0,0,0,0,0,1,-5.60491141,-2.898919407
16044,DE,Full-time,Mid-Senior level,Unspecified,E-Learning,Human Resources,0,0,1,0,0,0,-4.209827054,-3.080366137
16045,US,Full-time,Associate,Unspecified,Marketing and Advertising,Unspecified,0,0,1,0,0,1,-2.856609018,-2.898919407
16046,US,Temporary,Entry level,Bachelor's Degree,Computer Software,Information Technology,0,0,1,1,0,1,-5.60491141,-3.981639589
16047,Unspecified,Other,Internship,Unspecified,Internet,Unspecified,0,0,1,1,0,0,-9.996358046,-2.898919407
16048,GB,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Project Management,0,0,1,0,0,0,-3.972869919,-2.851360103
16049,US,Full-time,Entry level,Unspecified,Internet,Information Technology,1,0,1,0,0,1,-9.996358046,-3.981639589
16050,IE,Contract,Executive,Unspecified,Airlines/Aviation,Information Technology,0,0,1,0,0,0,-4.095068015,-3.981639589
16051,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Unspecified,0,0,0,0,0,1,-2.856609018,-2.898919407
16052,DE,Full-time,Associate,Associate Degree,Internet,Engineering,0,0,1,0,0,0,-9.996358046,-2.391780105
16053,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16054,US,Full-time,Unspecified,Unspecified,Information Technology and Services,Unspecified,0,0,0,0,0,1,-3.972869919,-2.898919407
16055,NZ,Temporary,Entry level,Unspecified,Unspecified,Sales,1,0,1,1,0,0,-2.823138472,-3.549243538
16056,GB,Full-time,Mid-Senior level,Unspecified,Computer Software,Advertising,0,0,1,0,0,0,-5.60491141,-2.834705855
16057,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16058,GB,Full-time,Entry level,Bachelor's Degree,Internet,Marketing,0,0,1,1,0,0,-9.996358046,-4.403047312
16059,GB,Unspecified,Unspecified,Unspecified,Hospital & Health Care,Unspecified,0,0,1,1,0,0,-2.169675367,-2.898919407
16060,GB,Full-time,Mid-Senior level,Unspecified,Media Production,Project Management,1,0,1,0,0,0,-2.712959913,-2.851360103
16061,SE,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,0,1,0,0,0,-5.60491141,-3.981639589
16062,US,Full-time,Unspecified,Bachelor's Degree,Staffing and Recruiting,Management,0,0,1,0,0,1,-2.701610506,-3.943048543
16063,US,Contract,Entry level,Unspecified,Entertainment,Unspecified,0,0,1,1,0,1,-2.628724992,-2.898919407
16064,US,Full-time,Director,Master's Degree,Computer Software,Engineering,1,0,1,1,0,1,-5.60491141,-2.391780105
16065,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0,0,1,1,0,1,-3.972869919,-3.549243538
16066,US,Part-time,Associate,High School or equivalent,Retail,Sales,0,0,1,1,0,1,-3.769772449,-3.549243538
16067,US,Full-time,Internship,Some College Coursework Completed,Unspecified,Engineering,0,0,1,1,0,1,-2.823138472,-2.391780105
16068,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,0,1,1,0,1,-5.60491141,-3.549243538
16069,US,Part-time,Internship,Some College Coursework Completed,Internet,Unspecified,0,0,1,1,0,1,-9.996358046,-2.898919407
16070,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Unspecified,0,0,0,0,0,1,-2.856609018,-2.898919407
16071,US,Full-time,Unspecified,Bachelor's Degree,Computer Games,Engineering,0,0,1,0,0,1,-7.492904484,-2.391780105
16072,US,Full-time,Unspecified,Unspecified,Design,Unspecified,0,0,0,0,0,1,-3.437567297,-2.898919407
16073,US,Full-time,Mid-Senior level,Bachelor's Degree,Design,Design,0,0,1,1,0,1,-3.437567297,-4.708274573
16074,US,Full-time,Unspecified,Unspecified,Market Research,Unspecified,0,0,0,0,0,1,-3.252302048,-2.898919407
16075,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,1,0,1,-2.823138472,-2.898919407
16076,US,Full-time,Mid-Senior level,Unspecified,Computer Software,Marketing,0,0,1,1,0,1,-5.60491141,-4.403047312
16077,US,Full-time,Not Applicable,Bachelor's Degree,Defense & Space,Finance,1,0,1,1,0,1,-1.356293292,-2.351014509
16078,CA,Full-time,Unspecified,Unspecified,Unspecified,Sales,0,0,1,0,0,0,-2.823138472,-3.549243538
16079,GB,Full-time,Not Applicable,Unspecified,Computer Software,Sales,1,0,1,0,0,0,-5.60491141,-3.549243538
16080,US,Full-time,Unspecified,Unspecified,Market Research,Unspecified,0,0,0,0,0,1,-3.252302048,-2.898919407
16081,US,Full-time,Not Applicable,Unspecified,Unspecified,Human Resources,0,0,1,0,0,1,-2.823138472,-3.080366137
16082,US,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0,0,1,1,0,1,-9.996358046,-3.981639589
16083,NL,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,1,1,0,0,-3.972869919,-3.981639589
16084,GB,Unspecified,Unspecified,Unspecified,Unspecified,Marketing,0,0,1,0,0,0,-2.823138472,-4.403047312
16085,AE,Full-time,Associate,Associate Degree,Media Production,Financial Analyst,0,0,1,1,0,0,-2.712959913,-1.7465462
16086,GB,Full-time,Associate,Bachelor's Degree,Financial Services,Financial Analyst,0,0,1,1,0,0,-3.056588271,-1.7465462
16087,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16088,US,Full-time,Unspecified,Unspecified,Facilities Services,Unspecified,0,0,0,0,0,1,-3.815002963,-2.898919407
16089,US,Full-time,Unspecified,Unspecified,Computer Software,Unspecified,0,0,0,0,0,1,-5.60491141,-2.898919407
16090,US,Full-time,Unspecified,Unspecified,Environmental Services,Unspecified,0,0,0,0,0,1,-2.734488544,-2.898919407
16091,Unspecified,Full-time,Associate,Unspecified,Financial Services,Business Development,0,0,1,1,0,0,-3.056588271,-2.806386024
16092,US,Full-time,Mid-Senior level,Unspecified,Computer Software,Design,0,0,1,0,0,1,-5.60491141,-4.708274573
16093,GB,Full-time,Not Applicable,Unspecified,Consumer Services,Management,0,0,1,0,0,0,-2.633916062,-3.943048543
16094,CA,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
16095,US,Full-time,Unspecified,Unspecified,Computer Software,Unspecified,0,0,0,0,0,1,-5.60491141,-2.898919407
16096,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16097,AU,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
16098,US,Full-time,Unspecified,Unspecified,Environmental Services,Unspecified,0,0,0,0,0,1,-2.734488544,-2.898919407
16099,GB,Full-time,Associate,Unspecified,Internet,Art/Creative,1,0,1,0,0,0,-9.996358046,-4.835137309
16100,US,Full-time,Associate,High School or equivalent,Civic & Social Organization,Administrative,0,0,1,1,0,1,-3.959154557,-1.458699604
16101,US,Part-time,Associate,Unspecified,Computer Software,Engineering,0,0,1,0,0,1,-5.60491141,-2.391780105
16102,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16103,NL,Full-time,Associate,Unspecified,Computer Software,Information Technology,0,0,1,0,0,0,-5.60491141,-3.981639589
16104,LK,Full-time,Entry level,Bachelor's Degree,Internet,Writing/Editing,0,0,1,1,0,0,-9.996358046,-7.917538129
16105,US,Full-time,Unspecified,Unspecified,Civil Engineering,Unspecified,0,0,1,0,0,1,-2.144530867,-2.898919407
16106,GR,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Unspecified,0,0,1,0,0,0,-5.60491141,-2.898919407
16107,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16108,IN,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
16109,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16110,US,Full-time,Entry level,Bachelor's Degree,Logistics and Supply Chain,Customer Service,0,0,1,1,0,1,-3.992018165,-2.853301252
16111,GB,Full-time,Associate,Unspecified,Financial Services,Finance,0,0,1,1,0,0,-3.056588271,-2.351014509
16112,GB,Full-time,Associate,Unspecified,Financial Services,Information Technology,0,0,1,1,0,0,-3.056588271,-3.981639589
16113,US,Part-time,Internship,Unspecified,Public Relations and Communications,Public Relations,0,0,1,0,0,1,-7.104269424,-4.282798225
16114,US,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,1,0,1,1,0,1,-2.849472949,-2.391780105
16115,GB,Full-time,Unspecified,Unspecified,Computer Software,Engineering,0,0,1,1,0,0,-5.60491141,-2.391780105
16116,GB,Full-time,Associate,Unspecified,Graphic Design,Administrative,1,0,1,0,0,0,-6.522592019,-1.458699604
16117,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
16118,US,Full-time,Unspecified,Bachelor's Degree,Information Technology and Services,Accounting/Auditing,0,0,1,1,0,1,-3.972869919,-1.84570792
16119,GB,Full-time,Associate,Unspecified,Financial Services,Administrative,0,0,1,1,0,0,-3.056588271,-1.458699604
16120,US,Full-time,Mid-Senior level,Unspecified,Retail,Management,0,0,1,1,0,1,-3.769772449,-3.943048543
16121,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
16122,US,Full-time,Associate,Bachelor's Degree,Insurance,General Business,0,0,1,1,0,1,-2.970474687,-4.171497564
16123,US,Full-time,Mid-Senior level,Unspecified,Marketing and Advertising,Production,0,0,1,0,0,1,-2.856609018,-7.789313116
16124,US,Full-time,Entry level,High School or equivalent,Construction,Other,0,0,1,0,0,1,-3.934917469,-2.216166691
16125,US,Full-time,Associate,Bachelor's Degree,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
16126,GR,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Quality Assurance,1,0,1,0,0,0,-2.498791322,-7.745619564
16127,US,Full-time,Entry level,High School or equivalent,Construction,Other,0,0,1,0,0,1,-3.934917469,-2.216166691
16128,US,Full-time,Unspecified,High School or equivalent,Hospital & Health Care,Health Care Provider,0,0,1,1,0,1,-2.169675367,-5.775604967
16129,US,Full-time,Executive,Master's Degree,Construction,Manufacturing,0,0,1,1,0,1,-3.934917469,-3.572720143
