employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram,fraudulent
Full-time,Unspecified,Unspecified,34,96,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,16,108,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Part-time,Entry level,Unspecified,15,187,56,24,-3.846767945,-4.403047312,1,0,1,1,1,1,0,0,0,1,1,0
Full-time,Associate,Unspecified,0,317,97,31,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,126,77,0,-3.972869919,-2.853301252,0,0,0,0,0,0,0,0,1,0,1,0
Other,Unspecified,Unspecified,108,39,31,57,-4.209827054,-7.917538129,0,0,0,0,1,1,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,63,115,116,0,-5.60491141,-2.851360103,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,118,136,49,0,-2.823138472,-2.391780105,1,0,0,0,0,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,16,3,-9.740450581,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,12,116,48,203,-7.317348974,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,100,291,125,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,96,149,111,0,-3.846767945,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,120,287,0,0,-3.972869919,-7.789313116,0,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,225,84,0,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,278,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,199,172,83,171,-3.972869919,-2.391780105,0,0,0,0,1,1,0,0,1,1,0,0
Full-time,Not Applicable,High School or equivalent,163,102,33,0,-2.970474687,-3.549243538,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,103,13,68,8,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,77,56,108,10,-5.60491141,-2.391780105,1,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,25,90,58,25,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,300,224,146,115,-3.769772449,-3.549243538,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,157,218,90,82,-3.056588271,-2.351014509,1,0,0,0,1,1,0,0,0,0,1,0
Contract,Mid-Senior level,Certification,138,73,63,19,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Part-time,Not Applicable,High School or equivalent,121,168,40,0,-6.958428728,-1.458699604,1,0,0,0,1,1,0,0,0,1,0,0
Full-time,Associate,Bachelor's Degree,64,154,48,12,-3.972869919,-4.403047312,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,124,233,53,25,-5.60491141,-2.391780105,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,50,460,215,210,-5.60491141,-4.403047312,1,0,0,0,1,1,1,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,102,186,161,110,-1.006104093,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,68,168,150,55,-2.155633135,-3.549243538,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,108,227,87,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,259,34,429,0,-2.823138472,-2.216166691,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Associate,Bachelor's Degree,108,55,50,50,-4.209827054,-4.403047312,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,220,127,110,39,-4.095068015,-7.772064107,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,170,0,0,-3.972869919,-2.391780105,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Entry level,Unspecified,114,74,17,21,-2.169675367,-5.775604967,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Mid-Senior level,Unspecified,223,21,24,15,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,158,0,0,-2.734488544,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,75,128,54,29,-7.492904484,-7.745619564,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,96,224,150,0,-3.846767945,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,75,135,38,29,-7.492904484,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,95,45,72,23,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,90,228,125,133,-2.894588944,-3.080366137,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,76,0,0,-3.252302048,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,307,263,266,33,-0.977660261,-4.708274573,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,50,186,219,34,-3.972869919,-2.391780105,0,0,1,0,1,1,0,0,1,1,1,0
Full-time,Not Applicable,High School or equivalent,136,106,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,163,99,107,118,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,1,1,0
Part-time,Mid-Senior level,Unspecified,220,208,192,0,-4.095068015,-7.772064107,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,130,148,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Associate Degree,347,352,189,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,0,247,79,0,-3.972869919,-3.549243538,0,0,1,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,240,96,54,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,81,118,59,24,-9.996358046,-4.403047312,0,0,1,0,1,0,1,0,0,1,1,0
Full-time,Not Applicable,Bachelor's Degree,218,97,118,28,-3.972869919,-4.382942415,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,165,147,0,0,-3.972869919,-3.981639589,1,0,0,1,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,163,123,86,91,-2.498791322,-2.391780105,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,119,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,95,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,0,151,67,83,-5.60491141,-3.981639589,1,0,1,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Associate Degree,0,233,80,15,-2.155633135,-3.549243538,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,158,317,92,100,-4.095068015,-3.572720143,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,193,0,0,-3.815002963,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Unspecified,Unspecified,Unspecified,133,90,33,54,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,27,21,0,-2.823138472,-1.7465462,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Associate,Certification,57,93,42,15,-2.823138472,-1.84570792,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,162,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,Unspecified,74,188,27,0,-5.60491141,-3.549243538,1,0,1,0,1,0,1,0,1,0,0,0
Full-time,Unspecified,Unspecified,34,194,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Part-time,Entry level,Unspecified,74,125,179,0,-4.046239381,-2.216166691,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Unspecified,High School or equivalent,136,126,13,5,-3.992018165,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,Bachelor's Degree,0,170,63,66,-2.633916062,-2.853301252,0,0,0,0,0,0,0,0,0,0,1,0
Temporary,Unspecified,Unspecified,136,137,5,4,-4.126344231,-3.549243538,0,0,0,0,1,1,0,0,0,0,1,0
Other,Unspecified,Unspecified,108,35,34,64,-4.209827054,-7.917538129,0,0,0,0,1,1,0,0,0,1,0,0
Full-time,Entry level,Bachelor's Degree,66,209,77,107,-2.856609018,-3.549243538,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,108,224,127,13,-2.498791322,-4.708274573,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,61,168,71,55,-5.60491141,-1.458699604,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,56,115,115,47,-3.028126795,-2.391780105,0,0,1,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,88,146,188,0,-3.972869919,-4.708274573,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,102,124,124,110,-3.972869919,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Other,Not Applicable,Master's Degree,220,602,264,0,-6.427134843,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,127,128,24,5,-3.134094473,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,69,155,15,32,-3.972869919,-3.981639589,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Not Applicable,Certification,142,246,23,21,-2.186507503,-3.550086188,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,373,196,45,83,-9.996358046,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,170,0,0,-2.856609018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Not Applicable,Unspecified,225,263,73,12,-9.996358046,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,95,60,119,0,-4.095068015,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,0,36,43,54,-6.787626341,-2.898919407,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,68,94,124,0,-2.823138472,-4.403047312,0,0,0,1,0,0,0,0,1,1,0,0
Full-time,Associate,Associate Degree,58,191,139,121,-9.996358046,-2.391780105,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,143,377,81,0,-0.495323056,-3.080366137,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,0,154,39,39,-5.60491141,-3.549243538,0,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,30,27,0,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Director,Associate Degree,165,187,135,8,-3.972869919,-3.549243538,1,0,0,1,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,145,35,197,76,-6.715221103,-3.549243538,1,0,1,0,1,0,0,0,1,0,0,0
Contract,Mid-Senior level,Unspecified,190,149,83,116,-9.996358046,-2.391780105,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,189,0,0,-6.996930879,-2.216166691,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,69,306,0,30,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,180,143,76,0,-3.437567297,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Master's Degree,20,179,94,0,-3.972869919,-2.391780105,0,0,1,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,20,223,138,32,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,147,110,159,229,-4.209827054,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,108,144,169,13,-5.60491141,-2.391780105,0,0,0,0,1,0,0,0,1,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,50,208,115,53,-5.60491141,-7.745619564,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,275,281,113,0,-7.492904484,-4.835137309,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,80,102,70,72,-9.996358046,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Part-time,Unspecified,High School or equivalent,29,172,0,10,-2.169675367,-5.775604967,1,0,0,0,1,1,0,0,0,1,1,0
Part-time,Mid-Senior level,Bachelor's Degree,74,113,232,0,-3.972869919,-6.897744692,0,0,0,0,1,0,0,0,0,1,1,0
Temporary,Entry level,Unspecified,87,210,83,44,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,83,115,33,26,-9.996358046,-2.853301252,0,0,0,0,1,1,0,0,1,0,1,0
Contract,Mid-Senior level,Unspecified,0,208,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Unspecified,Bachelor's Degree,284,200,107,71,-5.60491141,-3.549243538,1,0,0,0,0,1,0,0,1,0,1,0
Full-time,Unspecified,Bachelor's Degree,112,158,0,0,-2.701610506,-3.981639589,0,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Unspecified,20,102,76,26,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,56,132,84,27,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,High School or equivalent,165,187,135,9,-3.972869919,-3.550086188,1,0,0,1,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Certification,136,190,139,26,-2.169675367,-5.775604967,0,0,0,0,1,1,0,0,0,1,1,0
Full-time,Associate,Bachelor's Degree,100,151,124,0,-9.996358046,-4.403047312,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,191,91,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,0,93,82,35,-9.996358046,-4.835137309,1,0,0,1,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,92,245,0,0,-2.823138472,-2.391780105,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,74,391,132,119,-2.823138472,-2.898919407,1,0,0,0,1,0,1,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,199,220,224,53,-2.628724992,-3.981639589,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Entry level,Unspecified,156,210,75,34,-5.60491141,-3.549243538,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,165,262,0,22,-5.60491141,-3.981639589,1,0,1,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,34,124,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,63,210,114,0,-5.60491141,-2.851360103,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Internship,Master's Degree,56,67,53,14,-2.823138472,-4.403047312,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,122,285,73,48,-3.769772449,-3.943048543,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,Unspecified,88,146,1,109,-2.633916062,-3.549243538,1,0,1,0,1,0,0,0,1,0,0,0
Full-time,Executive,Master's Degree,92,600,169,23,-2.498791322,-3.943048543,1,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,165,63,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,61,32,0,-2.823138472,-2.898919407,1,0,0,1,0,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,77,104,47,31,-5.60491141,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,High School or equivalent,136,119,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,134,188,98,88,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,170,145,47,28,-2.856609018,-3.549243538,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Associate Degree,71,273,31,0,-4.308790063,-3.943048543,1,0,1,0,1,0,0,0,1,1,1,0
Unspecified,Unspecified,Unspecified,46,180,87,30,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,98,130,27,16,-4.209827054,-3.981639589,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,59,311,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,69,65,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,87,156,95,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,26,191,78,103,-2.823138472,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,73,364,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,71,160,87,0,-9.996358046,-2.391780105,1,0,1,0,1,0,0,0,0,0,1,0
Part-time,Internship,Associate Degree,82,125,101,71,-2.856609018,-4.403047312,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,0,280,0,0,-2.823138472,-3.549243538,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,Associate Degree,229,148,28,7,-2.823138472,-1.458699604,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,72,232,364,53,-7.492904484,-2.851360103,0,0,1,0,1,0,1,0,0,0,1,0
Unspecified,Unspecified,Unspecified,92,425,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,2,173,0,0,-1.843491945,-6.897744692,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Not Applicable,Unspecified,116,69,0,0,-1.674331188,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,95,173,162,39,-5.60491141,-2.898919407,0,0,0,0,1,1,1,0,1,0,0,0
Full-time,Unspecified,Unspecified,136,273,41,61,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Mid-Senior level,Unspecified,300,353,175,207,-0.590358018,-2.351014509,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,87,173,138,123,-1.006104093,-3.981639589,0,0,0,0,1,0,1,0,1,0,0,0
Full-time,Entry level,Unspecified,52,343,37,3,-5.60491141,-4.403047312,1,0,1,0,1,1,0,0,1,0,0,0
Full-time,Associate,Unspecified,20,120,51,44,-3.056588271,-3.981639589,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,78,169,61,0,-3.972869919,-3.549243538,1,0,0,0,1,1,1,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,34,138,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,27,45,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,0,0
Contract,Not Applicable,High School or equivalent,0,117,59,0,-4.811207611,-2.853301252,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,273,187,15,32,-2.856609018,-2.834705855,0,0,1,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,26,231,90,71,-5.60491141,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Temporary,Not Applicable,Certification,116,191,177,201,-2.169675367,-5.775604967,0,0,1,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Bachelor's Degree,231,218,274,0,-2.823138472,-2.898919407,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,130,152,10,-2.856609018,-3.549243538,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Unspecified,37,136,182,44,-2.498791322,-3.981639589,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,63,314,109,38,-2.823138472,-4.403047312,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,398,163,744,0,-2.856609018,-2.851360103,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,87,141,100,124,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,1,0
Contract,Mid-Senior level,Unspecified,0,312,0,0,-3.972869919,-2.898919407,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,60,774,0,0,-3.028126795,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,136,249,81,57,-3.959154557,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,87,137,91,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,0,0
Full-time,Not Applicable,Unspecified,90,159,75,46,-9.996358046,-2.391780105,1,0,0,0,1,1,0,0,0,0,0,0
Contract,Not Applicable,Unspecified,100,171,108,23,-5.60491141,-3.549243538,1,0,1,0,1,1,0,0,0,0,0,0
Full-time,Associate,Unspecified,0,393,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,87,162,70,123,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,0,0
Temporary,Not Applicable,Certification,116,119,228,222,-2.169675367,-5.775604967,0,0,0,0,1,1,0,0,0,1,1,0
Full-time,Entry level,Unspecified,35,52,39,2,-3.934917469,-2.216166691,1,1,0,0,1,0,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,175,211,100,89,-3.934917469,-3.549243538,1,0,1,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Bachelor's Degree,55,151,169,0,-3.972869919,-1.84570792,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,34,233,280,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,277,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Internship,Unspecified,108,159,93,37,-3.437567297,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Other,Unspecified,Unspecified,119,242,0,138,-2.856609018,-2.834705855,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,212,264,117,322,-3.863756234,-2.806386024,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,47,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,169,335,152,117,-3.972869919,-2.851360103,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,33,215,30,3,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,103,59,72,25,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,259,28,575,0,-2.823138472,-2.216166691,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Mid-Senior level,Associate Degree,270,351,0,0,-3.735790633,-7.789313116,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,143,181,61,0,-0.495323056,-2.391780105,1,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,305,94,179,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Temporary,Unspecified,Unspecified,136,151,0,0,-4.126344231,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,14,54,61,77,-2.823138472,-2.391780105,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,95,186,87,0,-4.567343235,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,88,131,91,90,-3.056588271,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,180,92,129,0,-3.437567297,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Associate,Unspecified,153,181,29,102,-3.056588271,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,216,187,0,-3.028126795,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Master's Degree,73,33,60,0,-2.701610506,-3.780290306,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,31,29,0,-5.60491141,-2.391780105,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Associate Degree,120,34,184,0,-0.495323056,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,34,19,39,0,-3.028126795,-3.943048543,1,0,0,0,0,0,0,0,1,0,1,0
Part-time,Entry level,Unspecified,83,260,97,0,-3.992018165,-6.637161261,1,0,0,0,1,1,0,0,1,0,1,0
